date,feature_index,CO
2025-10-21T00:00:00.000Z,0,
2025-10-17T00:00:00.000Z,0,0.03283699641200765
2026-03-26T00:00:00.000Z,0,0.03122892052410765
2026-03-30T00:00:00.000Z,0,0.029354042741583614
2026-03-24T00:00:00.000Z,0,0.023593565449118614
2026-03-31T00:00:00.000Z,0,0.03119372480630296
2026-03-28T00:00:00.000Z,0,0.031179784797132015
2026-03-27T00:00:00.000Z,0,0.030914683729924005
2026-03-25T00:00:00.000Z,0,0.03231056902338477
2026-03-29T00:00:00.000Z,0,0.03187279176810828
2026-07-21T00:00:00.000Z,0,0.03460858772907938
2026-07-15T00:00:00.000Z,0,0.030150072453053373
2026-07-20T00:00:00.000Z,0,0.034791215604696515
2026-07-17T00:00:00.000Z,0,0.031965592616172725
2026-07-16T00:00:00.000Z,0,0.0320413457711452
2026-07-14T00:00:00.000Z,0,0.030042603310522203
2026-07-19T00:00:00.000Z,0,0.03381023834410467
2026-07-18T00:00:00.000Z,0,0.03208423043351348
2026-06-22T00:00:00.000Z,0,0.026360777761163877
2026-06-26T00:00:00.000Z,0,0.02690061776510139
2026-06-20T00:00:00.000Z,0,0.02986020071774113
2026-06-21T00:00:00.000Z,0,0.02769866561871176
2026-06-27T00:00:00.000Z,0,0.03003203319681306
2026-06-23T00:00:00.000Z,0,0.02746648340554977
2026-06-24T00:00:00.000Z,0,0.027862804610129088
2026-06-25T00:00:00.000Z,0,0.02668309341360991
